src,dst,edge_type,weight,attributes
PH001216,PH001244,COMMUNICATES_WITH,3.1781,"{""calls"": 23, ""total_duration_sec"": 1439}"
PH001327,PH001382,COMMUNICATES_WITH,3.6889,"{""calls"": 39, ""total_duration_sec"": 1455}"
PH000546,PH000807,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 252}"
PH000496,PH000669,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 292}"
PH000810,PH000821,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 422}"
PH002090,PH002163,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 900}"
PH001606,PH001612,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 193}"
PH000302,PH000360,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 792}"
PH000277,PH000361,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 707}"
PH002280,PH002293,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 463}"
PH001994,PH002003,COMMUNICATES_WITH,3.091,"{""calls"": 21, ""total_duration_sec"": 1377}"
PH001620,PH002411,COMMUNICATES_WITH,3.3673,"{""calls"": 28, ""total_duration_sec"": 1462}"
PH000803,PH002172,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 494}"
PH000495,PH000736,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 118}"
PH000983,PH001366,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 207}"
PH001603,PH001649,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 353}"
PH000836,PH000889,COMMUNICATES_WITH,3.6889,"{""calls"": 39, ""total_duration_sec"": 1636}"
PH002350,PH002411,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 1031}"
PH000960,PH001304,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 197}"
PH002003,PH002024,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 884}"
PH000334,PH000341,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 726}"
PH001747,PH001785,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 459}"
PH002664,PH002702,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 98}"
PH002488,PH002613,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 356}"
PH000380,PH000434,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 122}"
PH002343,PH002408,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 631}"
PH001485,PH001543,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 135}"
PH000331,PH000340,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 481}"
PH001208,PH001248,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 343}"
PH000156,PH000219,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 354}"
PH000034,PH000093,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 78}"
PH000483,PH001988,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 1030}"
PH000984,PH001367,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 113}"
PH001209,PH001318,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 157}"
PH000359,PH000368,COMMUNICATES_WITH,3.1355,"{""calls"": 22, ""total_duration_sec"": 1097}"
PH001177,PH001183,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 72}"
PH000883,PH000888,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 192}"
PH001053,PH001084,COMMUNICATES_WITH,3.2581,"{""calls"": 25, ""total_duration_sec"": 974}"
PH001233,PH001255,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 597}"
PH000521,PH000596,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 267}"
PH001840,PH001920,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 197}"
PH001216,PH001297,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 813}"
PH001967,PH001986,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 654}"
PH001360,PH001392,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 534}"
PH001966,PH002007,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 276}"
PH001944,PH001960,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 363}"
PH000016,PH000260,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 146}"
PH000359,PH000432,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 327}"
PH001847,PH001948,COMMUNICATES_WITH,3.3673,"{""calls"": 28, ""total_duration_sec"": 1699}"
PH001618,PH001680,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 1383}"
PH000824,PH000940,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 202}"
PH000095,PH001070,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 963}"
PH001098,PH001152,COMMUNICATES_WITH,3.434,"{""calls"": 30, ""total_duration_sec"": 2290}"
PH001036,PH001091,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 1522}"
PH001608,PH001658,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 766}"
PH000478,PH000703,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 1581}"
PH001791,PH001825,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 655}"
PH002263,PH002293,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 840}"
PH001861,PH001926,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 761}"
PH000044,PH000200,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 526}"
PH001697,PH001757,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 222}"
PH001188,PH001212,COMMUNICATES_WITH,3.5553,"{""calls"": 34, ""total_duration_sec"": 1509}"
PH001082,PH001114,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 550}"
PH002362,PH002374,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 503}"
PH001900,PH001906,COMMUNICATES_WITH,3.5835,"{""calls"": 35, ""total_duration_sec"": 1705}"
PH001194,PH001210,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 453}"
PH001028,PH001084,COMMUNICATES_WITH,3.4657,"{""calls"": 31, ""total_duration_sec"": 1298}"
PH001693,PH001821,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 884}"
PH001623,PH001671,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 613}"
PH002000,PH002053,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 351}"
PH000832,PH000978,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 225}"
PH001390,PH001419,COMMUNICATES_WITH,3.989,"{""calls"": 53, ""total_duration_sec"": 2081}"
PH000858,PH000881,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 68}"
PH000354,PH000431,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 39}"
PH000391,PH000964,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 91}"
PH000603,PH000714,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 1130}"
PH001254,PH001314,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 170}"
PH000889,PH001006,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 226}"
PH000614,PH000665,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 644}"
PH000488,PH000659,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 802}"
PH001208,PH001233,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 1316}"
PH000117,PH000263,COMMUNICATES_WITH,3.3673,"{""calls"": 28, ""total_duration_sec"": 2587}"
PH000361,PH000376,COMMUNICATES_WITH,3.4012,"{""calls"": 29, ""total_duration_sec"": 1406}"
PH001691,PH001729,COMMUNICATES_WITH,3.4012,"{""calls"": 29, ""total_duration_sec"": 1220}"
PH001778,PH001781,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 534}"
PH002118,PH002158,COMMUNICATES_WITH,3.2958,"{""calls"": 26, ""total_duration_sec"": 1074}"
PH001174,PH001227,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 290}"
PH001188,PH001209,COMMUNICATES_WITH,3.4965,"{""calls"": 32, ""total_duration_sec"": 1787}"
PH001038,PH001164,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 121}"
PH001490,PH001552,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 932}"
PH000826,PH001002,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 208}"
PH001090,PH001104,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 30}"
PH001966,PH002014,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 576}"
PH002345,PH002414,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 1467}"
PH002411,PH002424,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 582}"
PH001749,PH001834,COMMUNICATES_WITH,3.1355,"{""calls"": 22, ""total_duration_sec"": 865}"
PH000563,PH000629,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 311}"
PH000658,PH000661,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 570}"
PH001906,PH001917,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 769}"
PH002191,PH002293,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 436}"
PH000006,PH000193,COMMUNICATES_WITH,1.0986,"{""calls"": 2, ""total_duration_sec"": 54}"
PH002020,PH002062,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 305}"
PH001988,PH002073,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 452}"
PH000605,PH000713,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 754}"
PH000397,PH000434,COMMUNICATES_WITH,3.6636,"{""calls"": 38, ""total_duration_sec"": 2198}"
PH002222,PH002262,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 1157}"
PH000031,PH000234,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 773}"
PH002354,PH002404,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 438}"
PH000541,PH000748,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 1147}"
PH001198,PH001258,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 196}"
PH000033,PH000205,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 931}"
PH000821,PH000857,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 478}"
PH002160,PH002166,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 586}"
PH001914,PH001948,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 79}"
PH001864,PH001949,COMMUNICATES_WITH,3.3322,"{""calls"": 27, ""total_duration_sec"": 1421}"
PH001391,PH001426,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 1027}"
PH000335,PH000342,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 272}"
PH001245,PH001251,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 172}"
PH000191,PH000263,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 233}"
PH001746,PH001827,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 495}"
PH001990,PH002134,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 929}"
PH000504,PH000676,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 959}"
PH000147,PH000169,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 233}"
PH000576,PH001343,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 405}"
PH001990,PH002016,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 577}"
PH002301,PH002316,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 270}"
PH002343,PH002372,COMMUNICATES_WITH,3.2958,"{""calls"": 26, ""total_duration_sec"": 1160}"
PH002152,PH002158,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 506}"
PH000030,PH000045,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 132}"
PH002390,PH002412,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 877}"
PH000932,PH001200,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 156}"
PH001507,PH001528,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 437}"
PH000501,PH000724,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 183}"
PH002241,PH002255,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 395}"
PH002464,PH002519,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 439}"
PH001725,PH001768,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 372}"
PH002057,PH002086,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 501}"
PH001029,PH002672,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 770}"
PH001909,PH001938,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 276}"
PH000325,PH000401,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 649}"
PH000852,PH000870,COMMUNICATES_WITH,3.912,"{""calls"": 49, ""total_duration_sec"": 3578}"
PH000331,PH000474,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 302}"
PH001178,PH001276,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 477}"
PH001046,PH001068,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 87}"
PH001243,PH001260,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 328}"
PH001375,PH001440,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 251}"
PH001846,PH001945,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 884}"
PH002157,PH002160,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 545}"
PH002192,PH002259,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 91}"
PH000342,PH000372,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 321}"
PH002152,PH002166,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 139}"
PH001526,PH001542,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 168}"
PH000036,PH000189,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 295}"
PH000561,PH000792,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 392}"
PH000846,PH000851,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 816}"
PH002344,PH002408,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 228}"
PH001208,PH001314,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 92}"
PH001847,PH001941,COMMUNICATES_WITH,2.9957,"{""calls"": 19, ""total_duration_sec"": 778}"
PH002134,PH002140,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 161}"
PH002023,PH002228,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 225}"
PH000001,PH000033,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 790}"
PH001848,PH001901,COMMUNICATES_WITH,3.1781,"{""calls"": 23, ""total_duration_sec"": 896}"
PH000606,PH000741,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 355}"
PH001901,PH001912,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 781}"
PH002192,PH002221,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 939}"
PH002112,PH002160,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 395}"
PH000811,PH000906,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 226}"
PH000605,PH000755,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 153}"
PH002580,PH002665,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 929}"
PH001694,PH001712,COMMUNICATES_WITH,3.1355,"{""calls"": 22, ""total_duration_sec"": 1007}"
PH001053,PH001080,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 1150}"
PH000078,PH000159,COMMUNICATES_WITH,3.0445,"{""calls"": 20, ""total_duration_sec"": 2127}"
PH001545,PH001559,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 283}"
PH001018,PH001072,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 382}"
PH001690,PH002285,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 188}"
PH000900,PH001898,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 61}"
PH001748,PH001797,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 298}"
PH001534,PH001570,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 200}"
PH000310,PH001433,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 238}"
PH001864,PH001950,COMMUNICATES_WITH,3.2958,"{""calls"": 26, ""total_duration_sec"": 1567}"
PH001693,PH001820,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 578}"
PH001606,PH001644,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 75}"
PH000483,PH000721,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 256}"
PH001902,PH001950,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 449}"
PH001212,PH001309,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 393}"
PH001327,PH001374,COMMUNICATES_WITH,3.091,"{""calls"": 21, ""total_duration_sec"": 1793}"
PH001868,PH001933,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 537}"
PH000235,PH000255,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 304}"
PH001365,PH001378,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 465}"
PH001212,PH001307,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 354}"
PH001437,PH001444,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 668}"
PH000669,PH000783,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 668}"
PH001359,PH001391,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 338}"
PH001891,PH001902,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 230}"
PH000604,PH000714,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 241}"
PH000740,PH000755,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 235}"
PH000311,PH001986,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 558}"
PH000719,PH002020,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 406}"
PH000825,PH000983,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 346}"
PH000311,PH001390,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 173}"
PH001197,PH001286,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 376}"
PH001583,PH001618,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 916}"
PH000821,PH000941,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 551}"
PH002110,PH002163,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 721}"
PH001606,PH001690,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 222}"
PH002224,PH002260,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 235}"
PH001597,PH001603,COMMUNICATES_WITH,3.1355,"{""calls"": 22, ""total_duration_sec"": 493}"
PH001878,PH001907,COMMUNICATES_WITH,2.9444,"{""calls"": 18, ""total_duration_sec"": 931}"
PH001391,PH001442,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 931}"
PH002038,PH002066,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 1337}"
PH000493,PH000631,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 623}"
PH000050,PH000230,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 1381}"
PH001037,PH001090,COMMUNICATES_WITH,2.8904,"{""calls"": 17, ""total_duration_sec"": 949}"
PH000379,PH000453,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 263}"
PH002188,PH002295,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 201}"
PH000341,PH000372,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 505}"
PH002006,PH002014,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 237}"
PH001184,PH001268,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 166}"
PH000357,PH000404,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 887}"
PH000104,PH002376,COMMUNICATES_WITH,1.7918,"{""calls"": 5, ""total_duration_sec"": 115}"
PH001604,PH001618,COMMUNICATES_WITH,2.8332,"{""calls"": 16, ""total_duration_sec"": 1501}"
PH000827,PH000869,COMMUNICATES_WITH,2.5649,"{""calls"": 12, ""total_duration_sec"": 533}"
PH001405,PH001419,COMMUNICATES_WITH,2.1972,"{""calls"": 8, ""total_duration_sec"": 136}"
PH001641,PH001671,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 241}"
PH001037,PH001147,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 248}"
PH001548,PH001558,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 1192}"
PH000173,PH000254,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 331}"
PH001079,PH001103,COMMUNICATES_WITH,3.4965,"{""calls"": 32, ""total_duration_sec"": 1819}"
PH000359,PH000392,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 442}"
PH001038,PH001077,COMMUNICATES_WITH,2.6391,"{""calls"": 13, ""total_duration_sec"": 578}"
PH002620,PH002710,COMMUNICATES_WITH,2.7726,"{""calls"": 15, ""total_duration_sec"": 685}"
PH001232,PH001266,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 1123}"
PH001029,PH001053,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 555}"
PH000571,PH000736,COMMUNICATES_WITH,1.6094,"{""calls"": 4, ""total_duration_sec"": 618}"
PH001029,PH001052,COMMUNICATES_WITH,2.4849,"{""calls"": 11, ""total_duration_sec"": 437}"
PH000394,PH000404,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 336}"
PH002352,PH002382,COMMUNICATES_WITH,2.7081,"{""calls"": 14, ""total_duration_sec"": 556}"
PH000730,PH000734,COMMUNICATES_WITH,3.8918,"{""calls"": 48, ""total_duration_sec"": 3254}"
PH000131,PH000262,COMMUNICATES_WITH,2.3979,"{""calls"": 10, ""total_duration_sec"": 1078}"
PH002339,PH002343,COMMUNICATES_WITH,2.3026,"{""calls"": 9, ""total_duration_sec"": 972}"
PH000140,PH000208,COMMUNICATES_WITH,1.9459,"{""calls"": 6, ""total_duration_sec"": 341}"
PH002536,PH002581,COMMUNICATES_WITH,3.434,"{""calls"": 30, ""total_duration_sec"": 1341}"
PH000321,PH000422,COMMUNICATES_WITH,1.3863,"{""calls"": 3, ""total_duration_sec"": 31}"
PH002465,PH002674,COMMUNICATES_WITH,2.0794,"{""calls"": 7, ""total_duration_sec"": 316}"
